0.000000000	0.00000
0.010000000	0.00000
0.010000000	0.00000
0.010002000	15.00000
0.010013111	14.77942
0.010024222	14.56208
0.010035333	14.34793
0.010046444	14.13694
0.010057556	13.92904
0.010068667	13.72421
0.010079778	13.52239
0.010090889	13.32353
0.010102000	13.12760
0.010113111	12.93455
0.010124222	12.74434
0.010135333	12.55693
0.010146444	12.37227
0.010157556	12.19033
0.010168667	12.01106
0.010179778	11.83443
0.010190889	11.66040
0.010202000	11.48893
0.010213111	11.31997
0.010224222	11.15351
0.010235333	10.98949
0.010246444	10.82788
0.010257556	10.66865
0.010268667	10.51176
0.010279778	10.35718
0.010290889	10.20487
0.010302000	10.05480
0.010313111	9.90694
0.010324222	9.76125
0.010335333	9.61771
0.010346444	9.47627
0.010357556	9.33692
0.010368667	9.19961
0.010379778	9.06433
0.010390889	8.93103
0.010402000	8.79969
0.010413111	8.67029
0.010424222	8.54279
0.010435333	8.41716
0.010446444	8.29338
0.010457556	8.17142
0.010468667	8.05125
0.010479778	7.93286
0.010490889	7.81620
0.010502000	7.70126
0.010504000	-3.45652
0.010615111	-3.23360
0.010726222	-3.02506
0.010837333	-2.82996
0.010948444	-2.64745
0.011059556	-2.47671
0.011170667	-2.31698
0.011281778	-2.16755
0.011392889	-2.02776
0.011504000	-1.89698
0.011615111	-1.77464
0.011726222	-1.66019
0.011837333	-1.55312
0.011948444	-1.45295
0.012059556	-1.35925
0.012170667	-1.27158
0.012281778	-1.18958
0.012392889	-1.11286
0.012504000	-1.04109
0.012615111	-0.97394
0.012726222	-0.91113
0.012837333	-0.85237
0.012948444	-0.79740
0.013059556	-0.74597
0.013170667	-0.69786
0.013281778	-0.65285
0.013392889	-0.61075
0.013504000	-0.57136
0.013615111	-0.53451
0.013726222	-0.50004
0.013837333	-0.46779
0.013948444	-0.43762
0.014059556	-0.40940
0.014170667	-0.38299
0.014281778	-0.35829
0.014392889	-0.33519
0.014504000	-0.31357
0.014615111	-0.29335
0.014726222	-0.27443
0.014837333	-0.25673
0.014948444	-0.24017
0.015059556	-0.22468
0.015170667	-0.21019
0.015281778	-0.19664
0.015392889	-0.18395
0.015504000	-0.17209
0.015506000	0.00000
0.810000000	0.00000
0.810000000	0.00000
0.810002000	15.00000
0.810013111	14.77942
0.810024222	14.56208
0.810035333	14.34793
0.810046444	14.13694
0.810057556	13.92904
0.810068667	13.72421
0.810079778	13.52239
0.810090889	13.32353
0.810102000	13.12760
0.810113111	12.93455
0.810124222	12.74434
0.810135333	12.55693
0.810146444	12.37227
0.810157556	12.19033
0.810168667	12.01106
0.810179778	11.83443
0.810190889	11.66040
0.810202000	11.48893
0.810213111	11.31997
0.810224222	11.15351
0.810235333	10.98949
0.810246444	10.82788
0.810257556	10.66865
0.810268667	10.51176
0.810279778	10.35718
0.810290889	10.20487
0.810302000	10.05480
0.810313111	9.90694
0.810324222	9.76125
0.810335333	9.61771
0.810346444	9.47627
0.810357556	9.33692
0.810368667	9.19961
0.810379778	9.06433
0.810390889	8.93103
0.810402000	8.79969
0.810413111	8.67029
0.810424222	8.54279
0.810435333	8.41716
0.810446444	8.29338
0.810457556	8.17142
0.810468667	8.05125
0.810479778	7.93286
0.810490889	7.81620
0.810502000	7.70126
0.810504000	-3.45652
0.810615111	-3.23360
0.810726222	-3.02506
0.810837333	-2.82996
0.810948444	-2.64745
0.811059556	-2.47671
0.811170667	-2.31698
0.811281778	-2.16755
0.811392889	-2.02776
0.811504000	-1.89698
0.811615111	-1.77464
0.811726222	-1.66019
0.811837333	-1.55312
0.811948444	-1.45295
0.812059556	-1.35925
0.812170667	-1.27158
0.812281778	-1.18958
0.812392889	-1.11286
0.812504000	-1.04109
0.812615111	-0.97394
0.812726222	-0.91113
0.812837333	-0.85237
0.812948444	-0.79740
0.813059556	-0.74597
0.813170667	-0.69786
0.813281778	-0.65285
0.813392889	-0.61075
0.813504000	-0.57136
0.813615111	-0.53451
0.813726222	-0.50004
0.813837333	-0.46779
0.813948444	-0.43762
0.814059556	-0.40940
0.814170667	-0.38299
0.814281778	-0.35829
0.814392889	-0.33519
0.814504000	-0.31357
0.814615111	-0.29335
0.814726222	-0.27443
0.814837333	-0.25673
0.814948444	-0.24017
0.815059556	-0.22468
0.815170667	-0.21019
0.815281778	-0.19664
0.815392889	-0.18395
0.815504000	-0.17209
0.815506000	0.00000
1.610000000	0.00000
1.610000000	0.00000
1.610002000	15.00000
1.610013111	14.77942
1.610024222	14.56208
1.610035333	14.34793
1.610046444	14.13694
1.610057556	13.92904
1.610068667	13.72421
1.610079778	13.52239
1.610090889	13.32353
1.610102000	13.12760
1.610113111	12.93455
1.610124222	12.74434
1.610135333	12.55693
1.610146444	12.37227
1.610157556	12.19033
1.610168667	12.01106
1.610179778	11.83443
1.610190889	11.66040
1.610202000	11.48893
1.610213111	11.31997
1.610224222	11.15351
1.610235333	10.98949
1.610246444	10.82788
1.610257556	10.66865
1.610268667	10.51176
1.610279778	10.35718
1.610290889	10.20487
1.610302000	10.05480
1.610313111	9.90694
1.610324222	9.76125
1.610335333	9.61771
1.610346444	9.47627
1.610357556	9.33692
1.610368667	9.19961
1.610379778	9.06433
1.610390889	8.93103
1.610402000	8.79969
1.610413111	8.67029
1.610424222	8.54279
1.610435333	8.41716
1.610446444	8.29338
1.610457556	8.17142
1.610468667	8.05125
